Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
Mon 07:38:05 AM,52.2658,5.1054,↙ 220°,232,267,"4,650",-828,FlightAware ADS-B (EIN / EHEH),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:38:17 AM,52.2560,5.0922,↙ 219°,232,267,"4,525",-469,Surface and Near-Surface,Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:38:21 AM,52.2539,5.0894,↙ 219°,232,267,"4,525",-75,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:38:37 AM,52.2402,5.0713,↙ 219°,235,270,"4,500",-47,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:38:53 AM,52.2276,5.0545,↙ 220°,234,269,"4,500",,FlightAware ADS-B (EHDL),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:39:09 AM,52.2135,5.0355,↙ 219°,233,268,"4,500",,FlightAware ADS-B (DHR / EHKD),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:39:26 AM,52.1998,5.0172,↙ 220°,232,267,"4,500",,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:39:56 AM,52.1746,4.9832,↙ 220°,230,265,"4,500",,FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:40:26 AM,52.1500,4.9497,↙ 220°,214,246,"4,500",,FlightAware ADS-B (EDLG),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:40:56 AM,52.1305,4.9231,↙ 220°,194,223,"4,500",-100,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:41:26 AM,52.1087,4.8930,↙ 221°,192,221,"4,400",-575,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:41:56 AM,52.0893,4.8664,↙ 220°,190,219,"3,925","-1,031",FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:42:14 AM,52.0804,4.8450,← 253°,184,212,"3,575","-1,208",FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:42:32 AM,52.0798,4.8196,← 272°,186,214,"3,200","-1,059",FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:42:48 AM,52.0859,4.7999,← 312°,183,211,"2,975",-557,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:43:07 AM,52.0984,4.7877,↖ 334°,179,206,"2,875",-423,FlightAware ADS-B (EHTE),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:43:27 AM,52.1138,4.7763,↖ 335°,178,205,"2,700",-527,FlightAware ADS-B (EHVB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:43:44 AM,52.1271,4.7672,↑ 340°,179,206,"2,550",-429,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:44:02 AM,52.1407,4.7645,↑ 359°,175,201,"2,450",-231,FlightAware ADS-B (EHVB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:44:23 AM,52.1571,4.7653,↑ 2°,159,183,"2,400",-324,FlightAware ADS-B (EHVB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:44:53 AM,52.1781,4.7670,↑ 3°,154,177,"2,175",-625,FlightAware ADS-B (EHDL),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:45:23 AM,52.1997,4.7689,↑ 3°,153,176,"1,775",-825,FlightAware ADS-B (EHHV),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:45:53 AM,52.2212,4.7710,↑ 3°,152,175,"1,350",-837,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:46:15 AM,52.2366,4.7724,↑ 3°,144,166,"1,050",-789,Surface and Near-Surface,Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:46:31 AM,52.2468,4.7733,↑ 3°,136,157,850,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:46:47 AM,52.2564,4.7741,↑ 4°,133,153,650,-750,FlightAware ADS-B (EHDB),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:47:03 AM,52.2661,4.7751,↑ 3°,135,155,450,-703,FlightAware ADS-B (EHHV),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:47:19 AM,52.2758,4.7759,↑ 3°,134,154,275,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:47:35 AM,52.2864,4.7769,↑ 4°,135,155,50,-703,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 07:47:51 AM,52.2963,4.7779,↑ 3°,134,154,,-563,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH2304,2025-03-24 13:04:30
Mon 05:36:54 AM,39.4943,-0.4946,← 297°,161,185,675,,FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:37:10 AM,39.4996,-0.5082,← 298°,165,190,"1,450","2,672",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:37:26 AM,39.5053,-0.5219,← 299°,174,200,"2,100","1,955",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:37:43 AM,39.5119,-0.5377,← 297°,187,215,"2,525","1,273",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:37:59 AM,39.5190,-0.5555,← 298°,212,244,"2,800","1,273",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:38:16 AM,39.5318,-0.5725,↖ 333°,232,267,"3,225","2,423",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:38:38 AM,39.5530,-0.5807,↑ 345°,230,265,"4,375","3,346",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:38:55 AM,39.5703,-0.5859,↑ 355°,226,260,"5,400","3,000",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:39:12 AM,39.5892,-0.5804,↗ 30°,239,275,"6,075","1,793",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:39:41 AM,39.6153,-0.5524,↗ 41°,272,313,"6,775","2,059",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:40:11 AM,39.6454,-0.5193,↗ 40°,282,325,"8,100","2,582",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:40:42 AM,39.6749,-0.4866,↗ 41°,291,335,"9,400","2,484",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:41:12 AM,39.7066,-0.4513,↗ 41°,301,346,"10,625","1,800",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:41:42 AM,39.7393,-0.4147,↗ 41°,331,381,"11,200","1,922",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:42:16 AM,39.7808,-0.3680,↗ 41°,335,386,"12,675","2,400",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:42:47 AM,39.8161,-0.3284,↗ 41°,343,395,"13,800","2,311",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:43:17 AM,39.8530,-0.2868,↗ 41°,346,398,"15,025","2,325",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:43:47 AM,39.8896,-0.2455,↗ 41°,351,404,"16,125","2,100",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:44:17 AM,39.9267,-0.2037,↗ 41°,357,411,"17,125","2,075",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:44:47 AM,39.9644,-0.1610,↗ 41°,359,413,"18,200","1,950",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:45:17 AM,40.0028,-0.1174,↗ 41°,365,420,"19,075","1,766",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:45:49 AM,40.0411,-0.0740,↗ 41°,369,425,"20,025","1,815",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:46:19 AM,40.0810,-0.0287,↗ 41°,374,430,"20,950","1,795",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:46:50 AM,40.1207,0.0165,↗ 41°,377,434,"21,850","1,672",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:47:20 AM,40.1610,0.0624,↗ 41°,382,440,"22,650","1,600",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:47:50 AM,40.2010,0.1081,↗ 41°,386,444,"23,450","1,560",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:48:10 AM,40.2291,0.1356,↗ 31°,384,442,"23,950","1,579",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:48:28 AM,40.2581,0.1523,↑ 18°,381,438,"24,450","1,469",FlightAware ADS-B (REU / LERS),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:48:58 AM,40.3096,0.1721,↑ 16°,385,443,"25,125","1,286",FlightAware ADS-B (REU / LERS),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:49:31 AM,40.3668,0.1936,↑ 16°,391,450,"25,800","1,406",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:50:02 AM,40.4194,0.2135,↑ 16°,389,448,"26,625","1,451",FlightAware ADS-B (LEMN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:50:32 AM,40.4726,0.2335,↑ 16°,393,452,"27,275","1,100",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:51:02 AM,40.5253,0.2537,↑ 18°,400,460,"27,725",957,FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:51:19 AM,40.5534,0.2670,↗ 22°,403,464,"28,025","1,117",FlightAware ADS-B (LELL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:51:49 AM,40.6050,0.2986,↗ 28°,407,468,"28,600","1,050",FlightAware ADS-B (BCN / LEBL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:52:19 AM,40.6565,0.3341,↗ 28°,412,474,"29,075",925,FlightAware ADS-B (REU / LERS),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:52:49 AM,40.7086,0.3700,↗ 28°,416,479,"29,525",800,FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:53:19 AM,40.7575,0.4039,↗ 28°,422,486,"29,875",700,FlightAware ADS-B (MAD / LEMD),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:53:49 AM,40.8100,0.4402,↗ 28°,427,491,"30,225",775,FlightAware ADS-B (BCN / LEBL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:54:19 AM,40.8641,0.4777,↗ 28°,431,496,"30,650",900,FlightAware ADS-B (LELL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:54:49 AM,40.9170,0.5146,↗ 28°,433,498,"31,125","1,025",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:55:19 AM,40.9689,0.5509,↗ 28°,431,496,"31,675","1,250",FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:55:49 AM,41.0215,0.5876,↗ 28°,426,490,"32,375",850,FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:56:19 AM,41.0747,0.6247,↗ 28°,435,501,"32,525",486,FlightAware ADS-B (LELL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:57:03 AM,41.1460,0.6826,↗ 36°,441,507,"32,975",593,FlightAware ADS-B (PMI / LEPA),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:57:45 AM,41.2167,0.7590,↗ 40°,447,514,"33,375",604,FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:58:15 AM,41.2643,0.8126,↗ 40°,451,519,"33,700","1,033",FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:58:46 AM,41.3131,0.8676,↗ 41°,442,509,"34,425","1,254",FlightAware ADS-B (LEMN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:59:16 AM,41.3591,0.9197,↗ 41°,439,505,"34,975",825,FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 05:59:46 AM,41.4065,0.9734,↗ 41°,441,507,"35,250",675,FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:00:16 AM,41.4530,1.0260,↗ 41°,439,505,"35,650",765,FlightAware ADS-B (VLC / LEVC),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:00:37 AM,41.4846,1.0603,↗ 37°,437,503,"35,900",512,FlightAware ADS-B (LEHJ),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:00:57 AM,41.5190,1.0890,↗ 27°,438,504,"36,000",111,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:01:31 AM,41.5859,1.1195,↑ 15°,438,504,"36,000",,FlightAware ADS-B (ZAZ / LEZG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:02:01 AM,41.6427,1.1396,↑ 15°,436,502,"36,000",,FlightAware ADS-B (LEAP),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:02:31 AM,41.7009,1.1601,↑ 15°,434,499,"36,000",,FlightAware ADS-B (LEGS),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:03:01 AM,41.7593,1.1808,↑ 15°,434,499,"36,000",,FlightAware ADS-B (LEAP),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:03:31 AM,41.8173,1.2014,↑ 15°,434,499,"36,000",,FlightAware ADS-B (LEAP),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:04:01 AM,41.8759,1.2222,↑ 15°,434,499,"36,000",,FlightAware ADS-B (REU / LERS),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:04:31 AM,41.9343,1.2428,↑ 15°,434,499,"36,000",,FlightAware ADS-B (REU / LERS),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:05:01 AM,41.9930,1.2637,↑ 15°,434,499,"36,000",,FlightAware ADS-B (REU / LERS),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:05:31 AM,42.0495,1.2839,↑ 15°,434,499,"36,000",,FlightAware ADS-B (BCN / LEBL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:06:01 AM,42.1069,1.3042,↑ 15°,434,499,"36,000",,FlightAware ADS-B (PNA / LEPP),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:06:31 AM,42.1645,1.3248,↑ 15°,434,499,"36,000",,FlightAware ADS-B (LFCL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:07:01 AM,42.2238,1.3459,↑ 14°,433,498,"36,000",-31,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:07:20 AM,42.2600,1.3549,↑ 7°,435,501,"35,975",-43,FlightAware ADS-B (LELL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:07:36 AM,42.2942,1.3571,↑ 359°,435,501,"35,975",44,FlightAware ADS-B (LFDM),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:07:54 AM,42.3309,1.3535,↑ 355°,436,502,"36,000",63,FlightAware ADS-B (LFMW),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:08:24 AM,42.3893,1.3459,↑ 355°,436,502,"36,025",23,FlightAware ADS-B (LELL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:08:58 AM,42.4585,1.3371,↑ 355°,435,501,"36,025",,FlightAware ADS-B (GRO / LEGE),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:09:28 AM,42.5194,1.3292,↑ 355°,434,499,"36,025",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:10:00 AM,42.5815,1.3211,↑ 354°,434,499,"36,025",-24,FlightAware ADS-B (LDE / LFBT),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:10:30 AM,42.6422,1.3132,↑ 354°,434,499,"36,000",-25,FlightAware ADS-B (LDE / LFBT),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:11:00 AM,42.7026,1.3052,↑ 354°,434,499,"36,000",,FlightAware ADS-B (LDE / LFBT),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:11:30 AM,42.7633,1.2973,↑ 355°,435,501,"36,000",,FlightAware ADS-B (LDE / LFBT),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:12:00 AM,42.8234,1.2894,↑ 354°,443,510,"36,000",,FlightAware ADS-B (LDE / LFBT),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:12:31 AM,42.8865,1.2811,↑ 354°,447,514,"36,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:13:01 AM,42.9482,1.2729,↑ 355°,446,513,"36,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:13:31 AM,43.0086,1.2649,↑ 355°,447,514,"36,000",,FlightAware ADS-B (LDE / LFBT),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:14:01 AM,43.0710,1.2565,↑ 354°,449,517,"36,000",25,FlightAware ADS-B (LDE / LFBT),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:14:31 AM,43.1334,1.2482,↑ 354°,452,520,"36,025",25,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:15:02 AM,43.1972,1.2397,↑ 354°,453,521,"36,025",23,FlightAware ADS-B (LFCQ),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:15:35 AM,43.2673,1.2303,↑ 354°,451,519,"36,050",24,FlightAware ADS-B (LFCQ),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:16:05 AM,43.3292,1.2220,↑ 354°,450,518,"36,050",-25,FlightAware ADS-B (LBI / LFCI),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:16:36 AM,43.3967,1.2129,↑ 354°,448,516,"36,025",-49,FlightAware ADS-B (LFNR),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:17:06 AM,43.4547,1.2052,↑ 355°,447,514,"36,000",-24,FlightAware ADS-B (MRS / LFML),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:17:39 AM,43.5213,1.1962,↑ 354°,446,513,"36,000",,FlightAware ADS-B (BOD / LFBD),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:18:09 AM,43.5851,1.1877,↑ 354°,444,511,"36,000",-24,FlightAware ADS-B (BOD / LFBD),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:18:41 AM,43.6488,1.1790,↑ 354°,443,510,"35,975",-24,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:19:11 AM,43.7111,1.1706,↑ 354°,443,510,"35,975",,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:19:41 AM,43.7719,1.1623,↑ 354°,443,510,"35,975",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:20:11 AM,43.8330,1.1540,↑ 354°,444,511,"35,975",,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:20:42 AM,43.8954,1.1455,↑ 355°,445,512,"35,975",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:21:12 AM,43.9577,1.1371,↑ 354°,447,514,"35,975",25,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:21:42 AM,44.0200,1.1285,↑ 354°,448,516,"36,000",25,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:22:12 AM,44.0815,1.1201,↑ 354°,448,516,"36,000",25,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:22:42 AM,44.1439,1.1116,↑ 354°,448,516,"36,025",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:23:13 AM,44.2074,1.1029,↑ 354°,448,516,"36,000",,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:23:43 AM,44.2693,1.0943,↑ 354°,448,516,"36,025",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:24:13 AM,44.3322,1.0857,↑ 354°,448,516,"36,000",-25,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:24:43 AM,44.3935,1.0772,↑ 354°,448,516,"36,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:25:14 AM,44.4577,1.0684,↑ 354°,448,516,"36,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:25:44 AM,44.5187,1.0599,↑ 354°,448,516,"36,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:26:14 AM,44.5819,1.0511,↑ 354°,448,516,"36,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:26:45 AM,44.6436,1.0427,↑ 354°,448,516,"36,000",,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:27:15 AM,44.7058,1.0340,↑ 354°,447,514,"36,000",,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:27:45 AM,44.7678,1.0252,↑ 354°,447,514,"36,000",,FlightAware ADS-B (LFCN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:28:15 AM,44.8292,1.0166,↑ 354°,448,516,"36,000",,FlightAware ADS-B (SYT / LFLN),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:28:46 AM,44.8932,1.0075,↑ 354°,448,516,"36,000",,FlightAware ADS-B (LFOF),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:29:16 AM,44.9550,0.9987,↑ 354°,449,517,"36,000",,FlightAware ADS-B (LFCH),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:29:46 AM,45.0165,0.9902,↑ 355°,449,517,"36,000",,FlightAware ADS-B (LRH / LFBH),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:30:17 AM,45.0820,0.9815,↑ 355°,448,516,"36,000",25,FlightAware ADS-B (LRH / LFBH),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:30:47 AM,45.1433,0.9730,↑ 354°,447,514,"36,025",25,FlightAware ADS-B (CNG / LFBG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:31:17 AM,45.2027,0.9646,↑ 354°,446,513,"36,025",-25,FlightAware ADS-B (BOD / LFBD),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:31:47 AM,45.2676,0.9554,↑ 354°,446,513,"36,000",-25,FlightAware ADS-B (LFCQ),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:32:17 AM,45.3284,0.9467,↑ 354°,446,513,"36,000",,FlightAware ADS-B (CNG / LFBG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:32:47 AM,45.3920,0.9373,↑ 354°,447,514,"36,000",,FlightAware ADS-B (LIG / LFBL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:33:19 AM,45.4551,0.9279,↑ 354°,446,513,"36,000",24,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:33:49 AM,45.5156,0.9188,↑ 354°,445,512,"36,025",25,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:34:19 AM,45.5780,0.9094,↑ 354°,443,510,"36,025",-25,FlightAware ADS-B (TLS / LFBO),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:34:50 AM,45.6402,0.9000,↑ 354°,442,509,"36,000",-49,FlightAware ADS-B (LFCQ),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:35:20 AM,45.7017,0.8905,↑ 354°,442,509,"35,975",-25,FlightAware ADS-B (LFCQ),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:35:51 AM,45.7639,0.8805,↑ 354°,442,509,"35,975",24,FlightAware ADS-B (LFCQ),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:36:22 AM,45.8272,0.8704,↑ 354°,443,510,"36,000",25,FlightAware ADS-B (VHY / LFLV),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:36:52 AM,45.8858,0.8608,↑ 354°,443,510,"36,000",,FlightAware ADS-B (LME / LFRM),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:37:23 AM,45.9517,0.8502,↑ 354°,444,511,"36,000",,FlightAware ADS-B (LRH / LFBH),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:37:50 AM,46.0073,0.8448,↑ 360°,443,510,"36,000",,FlightAware ADS-B (LFOG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:38:10 AM,46.0484,0.8471,↑ 4°,442,509,"36,000",28,FlightAware ADS-B (LIG / LFBL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:38:44 AM,46.1155,0.8545,↑ 4°,442,509,"36,025",,FlightAware ADS-B (LFFL),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:39:14 AM,46.1784,0.8615,↑ 5°,442,509,"36,000",,FlightAware ADS-B (LFCH),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:39:44 AM,46.2379,0.8681,↑ 4°,441,507,"36,025",25,FlightAware ADS-B (LFOG),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:40:14 AM,46.2992,0.8749,↑ 4°,440,506,"36,025",-25,FlightAware ADS-B (VHY / LFLV),Arrivals,VLG8353,2025-03-24 13:04:30
Mon 06:40:44 AM,46.3614,0.8819,↑ 4°,440,506,"36,000",-25,FlightAware ADS-B (VHY / LFLV),Arrivals,VLG8353,2025-03-24 13:04:30
